23.07.2018 18:13:56	Tetris									
23.07.2018 18:22:34	The Legend of Zelda - Breath of the Wild	Zeitloser Artstyle kombiniert mit einer der besten Welten die es zu diesem Zeitpunkt gibt.	Rayman Legends	Ebenfalls ein Artstyle der nicht altert und mMn das beste 2D Jump&Run auf dem Markt	Resident Evil Revelations	Grafisch zwar jetzt schon überholt, ist für mich aber mit das beste Horrorspiel, da es die perfekte Mischung aus Horror und Acrion trifft.	Super Mario 64	Man sollte es aus historischer Sich einfach spielen, um die Entstehung der ersten 3D Spiele verstehen zukönnen.	Octopath Traveler	Liegt wahrscheinlich daran, dass ich es grade spiele, aber es ist für mich die perfekte Mischung aus Retro und Moderne
23.07.2018 18:22:45	Xenoblade Chronicles	Unglaubliche Story und einer der besten Charaktere in einem Spiel.	Pokemon GenIV	Eigentlich allgemein eines der ersten Pokemon Spiele, aber Platin ist für mich von allen dann doch das beste, sei es wegen der Welt oder den vorhandenen Pokemon	The Legend of Zelda - The Windwaker	Trotz großem Hate am Anfang bevor es raus kam stellte es sich als das Beste (meiner Meinung) Zelda Spiel heraus. 	Persona 5	Unglaublich schöner Artsyle bei dem wirklich jedes Menü, jeder Kampf, jeder Charakter wie ein Augenschmauß aussieht. Absolutes Zucker für die Augen und ein Meilenstein in JRPG Geschichte	Sonic Generations	Das letzte Überpleibsel an wirklich wirklich gutem 3d Sonic Gameplay sollte auch noch in 100 Jahren in Erinnerung bleiben
23.07.2018 18:25:43	Tetris	Leicht zu spielen leicht zu verstehen schwer zu meistern! Jeder kann Tetris und viele kennen es... und das es immer wieder neu aufpoliert wird beweißt auch das es zu recht so ist!	Kingdom Hearts	Stelle ich zwar als Reihe hinein obwohl es verboten ist aber hier ist mein Grund das Storytelling... In jedem Spiel der Reihe verstehst du die Story... weißt worum es geht... aber wenn du alle kennst fallen dir Kleinigkeiten und Verbindungen auf... Jedes dieser spiele funktioniert im einzelnen und als Kollektiv     	The Witcher 3	Ein Spiel das es sehr gut umgesetzt hat den Spieler ins Worldbuilding oder eher hauptsächlich im Storytelling einzubinden! Hast du diese quest (nicht)gemacht dann existiert quest x/y nicht weil der questgeber gestorben ist ist Person x/y irgendwo gestorben kann sie dir die beste waffe im Spiel nicht schmieden Jede Handlung und jeder gewählt Satz könnte den verlauf, und damit das Ende des Spiels beeinflussen!	Undertale	Einfach weil es auch mal eine Realistische Version einer RPG welt ist... Es zeigt das die Monster keinen wirklichen Grund haben Menschen zu attackieren und das auch Freundschafften geknüpft werden können egal wie seltsam es auch zustande kommt! darüberhinaus hat das spiel viele dinge die manchen leuten grund genug sind das spiel immer und immer wieder zu spielen	Blobcat	Ist ein Spiel das zwar nicht danach aussieht aber mit viel Liebe erstellt wurden wurde! Die aufgaben des Spiels strengen die Grauen Zellen an und wenn man das Spiel durchspielen möchte sorgt es dafür das man sehr oft an manchen Leveln hängt was mich nur darin bestätigt das dieses Spiel alles richtig gemacht hat! oder zumindest sehr viel
23.07.2018 18:28:10	Battlefield Bad Company 2	Bis heute der beste Multiplayershooter und die Kampagne hatte auch noch viel charme, bevor die Reihe später versuchte CoD zu kopieren.	Castle Crashers	 Kann man hunderte Stunden mit Kumpels spielen und wird einfach nicht langweilig. 	Bioshock	Wärst du so freundlich? Für mich der größte Mindblowing-Moment jemals.	Assassins Creed 2	Da hat einfach alles gestimmt, Gameplay, Grafik, Leveldesign und Story. Leonardo Da Vinci ist auch einfach der beste Bro den man sich wünschen kann.	Halo Wars 1	Nach wie vor konkurrenzlos in Sachen Konsolenstrategiespiele, der Nachfolger hat dann "nur" auf dem guten Gerüst aufgebaut, daher wähle ich Teil 1.
23.07.2018 18:31:16	Age Of Empires II	Macht Spaß, sieht immernoch gut aus, wird immernoch competetive gespielt	Roller Coaster Tycoon 2	Verbesserte Version eines Meilensteins, sieht heute immernoch gut aus, ist spaßig und eine großartige Leistung des Entwicklers Chris Sawyer	Super Mario 64	Meilenstein der auch heute noch spielbar und spaßig ist	Animal Crossing Wild World		Anno 1404	In der Gold Edition mit Multiplayer ein Spiel das auch heute noch Spaß macht und gut aussieht.
23.07.2018 18:31:20	The Legend of Zelda - Ocarina of Time		Shadow of the Collossus		Pokemon GenI		Metal Gear Solid		Resident Evil 4	
23.07.2018 18:32:28	Super Mario 64	Super Mario 64 ist ein zeitloses 3D Jump and Run, welches einen Grundstein für alle heutigen 3D Plattformer gelegt hat. Das Leveldesign macht auch heutzutage noch spaß! 	Batman Arkham Asylum	Dieses Spiel führte ein neues Combatsystem ein, welches in anderen Spielen übernommen wurde, weil es sich einfach verdammt gut anfühlt. Hinzu kommt noch eine fesselnde Story die den Spieler ins Batman Universum packt.	Punch - Out für den NES	Obwohl das Spiel sehr simpel gehalten wurde, macht es eine menge Spaß die Muster vom Gegner zu erlernen und diesen dann zu besiegen. Dazu kommt noch die Musik die einem begleitet, von welcher man sehr leicht einen Ohrwurm bekommen kann.	Phoenix Wright - Ace Attorney (1. Spiel)	Das Spiel ist eine Anwaltspiel, wo man im Gericht den Angeklagten verteidigen muss. Klingt zuerst blöd, wurde aber genial umgesetzt.  Die Fälle haben überraschende Twists und wenn man richtig verteidigt motiviert einem noch die fantastische Musik dazu.	The Legend of Zelda - Ocarina of Time	Ocarina of Tim mag vielleicht nicht das beste Zelda sein, auch wenn es viele so sehen, aber das Dungeondesign und insgesamt die Overworld sind spannend und zeitlos gestaltet. Dadurch, dass das Spiel im Vergleich zu seinen Nachfolgern sehr kompakt ist, ist die Spielzeit im Vergleich auch kürzer, aber das ist positiv, da es den Wiederspielwert erhöht.
23.07.2018 18:32:48	Super Mario Bros.	Das erste Super Mario Bros für den NES ist so gut bzw. richtungsweisend  für ein ganzes Genre, dass ich es heute immer noch von Zeit zu Zeit spiele und damit Spaß habe.	Warcraft 3	Gutes Spiel, welches einen interessanten Mix aus RPG und RTS darstellte. Gute Kampagne, solider Multiplayer und gleichzeit ist WC3 der Vater jeglichen MOBA.	Counter Strike 1.6	Sehr rudimentärer Shooter ohne viel Schnickschnack. Dust2 ist DIE map	Super Smash Bros. Melee	Flüssigstes Spiel ohne Ladezeiten mit irre viel Liebe zum Detail, bis heute Weitverbreitetster Titel der Reihe im ESPORT 		
23.07.2018 18:35:56	Minecraft 	So simpel und doch so komplex 	New Super Mario Bros. 	Bestes 2d Mario 	Tetris 					
23.07.2018 18:37:45	Super Mario 64	Begründung des 3D-Plattformers, etablierte 3D-Steuerung, 3D-Kameraführung und unzählige Mechaniken; Sprungphysik fühlt sich selbst heute noch unfassbar gut an und wird u.a. in Mario Odyssey in großen Teilen übernommen	Portal	Verbindet Spielmechaniken und Systeme aus völlig unterschiedlichen Genres (Puzzle, Shooter, Plattformer) und erschafft daraus eine Einheit, die sich auch über zehn Jahre nach dem Erscheinen noch intuitiv steuern lässt. Zudem einzigartiges und sehr cleveres Setting mit guten Charakteren.						
23.07.2018 18:38:01	Metal Gear Solid V	Gute Story. Großartiges Gameplay in einem Mix aus Stealth und Openworld mit vielen wegen eine Mission zu beenden	Sonic Generations	Perfektes Level Design für ein Sonic Spiel wodurch es eins der besten Sonic Spiele bleiben wird und es macht sehr viel spaß	Super Mario 64	Es fühlt sich wie der Anfang der 3D Ära. Es fing an das Spiele einfach nun Dreidimensional sind	The Legend of Zelda - Breath of the Wild	Nach Jahren wurde eine tradition gebrochen und es war großartig. Eine große Open World in der man sehr viel Erkunden kann und vieles Entdecken kann!	Overwatch	Ein Spiel mit großartigen Stil. Tolle Grafik und verschiedene Charaktere die sich alle anders spielen und alle sich anders Verhalten. Der Shooter Aspekt mit den 3 verschiedenen Hauptmodi sorgt für sehr viel spaß!
23.07.2018 18:40:25	Bioshock Infinite	Ein Shooter, der sich durch seinen Look und seiner kreativen Story von allen anderen abhebt.	NieR Automata	Wunderbar erzählte Geschichte und Musik die ihres Gleichen sucht. Yoko Taro's Meisterwerk.	Dark Souls	Hat ein neues Genre eingeführt und belohnt Aufmerksamkeit  und Willen wie kein anderes Spiel.	Life is Strange	Ohne viel Gameplay erzählt es eine der schönsten Geschichten aller Zeiten.	Super Mario 64	Hat die Jump n' Run Spiele revolutioniert. Bis heute ungeschlagen.
23.07.2018 18:40:41	Paper Mario: Die Legende vom Äonentor	Toller Grafikstil und Kampfsystem. Abwechslungsreiche Story und interessante Charaktere								
23.07.2018 18:40:48	Pokemon GenI	Auch nach bald 20 Jahren immer noch gut spielbar. Es zeigte ein Phänomen auf, welches durch die ganze Welt ging und deshalb zudem einen nostalgischen, sowie gesellschaftlichen Wert besitzt. Die gelbe Version hat dabei noch ein paar Fehler ausgebessert.	Crash Bandicoot: Warped	Die ganze Spielreihe zeigte, wie auch Nicht-Mario Spiele in den frühen Jahren der 3D Plattformer Ära qualitativ mithalten konnten und entwickelten sich deshalb zu einem Teil der Erfolgsstory Sonys. Der dritte Ableger hatte dabei die meiste Abwechslung und das beste Leveldesign.	Super Mario Bros. 3	Klassisch, Weiterentwicklung des ersten Teils. Fantastisches Leveldesign, kurz: ein Muss.	Yoshi's Island	Das Beste vom Besten. Absolut herausragender zeitloser Artstyle, intuitive Mechaniken und musikalisch wunderschön untermalt.	Final Fantasy IX	Storytelling + Charaktere wirken sehr natürlich, Artworks der unterschiedlichen Gebiete sind traumhaft gestaltet. Die ganze Reise hat dieses fantastische, magische Feeling, welches nur wenige Spiele wirklich so perfekt hinbekommen wie dieses.
23.07.2018 18:43:10	Persona 3	Zeigt wie wichtig und gut Interaktion mit Personen in einem Spiel funktionieren um abseits der eigenen Hauptgeschichte nette kleine Nebengeschichten erzählen zu können.	Metal Gear Solid 3: Snake Eater	Großartige Inszenierung und einzigartiges Storytelling wie in der restlichen reihe. Metal Gear Soild 3 wurde aber von mir gewählt, da es damals wie auch heute optisch großartig aussieht und sich auch gut spielt bis heute.	Mass Effect	Tolle Erschaffung einer Spielwelt, zeigt wie Storytelling und Interaktion mit Teammitglieder hand in hand übergehen kann. 	Doom	 Klassischer Shooter der bis heute relevant ist. Zeigte damals wie spaßig Shooter sein können und immer noch sein können bis heute.	Starcraft	Großartiges RTS-Spiel mit einzigartiger Handlung. Das Gameplay ist bis heute gut und die Handlung ist heute so fesselnd wie damals.
23.07.2018 18:48:49	The Legend of Zelda - Breath of the Wild	Ein Open-World Spiel, welches nicht nur als Reboot der Zelda-Reighe sondern als Vorbild für andere Open World-Games zu sehen ist.  Die Verantwortung wird hier komplett in die Hände der Spieler gelegt, was  einige Spiele versuchen aber nicht wirklich schaffen. 	Super Mario 64	"Mario 64" ist auf einer Liste wie dieser wirklich ein No-Brainer. Aber ich habe nicht das revolutionäre Original sondern das Remake gewählt, da es die kleinen Dinge, die der Vorgänger falsch macht ausbessert und durch neue Level und Charaktere eine größere Spielvielfalt bietet. 	Tetris	Tetris, egal in welcher der tausenden verschiedenen Auflagen, bringt mit seinem simplen System erstaunlich viel Tiefe und hat den Grundstein für viele Puzzlespiele seiner Art gelegt.	GTA V	Man kann über die GTA Reihe sagen, was man möchte aber sie und besonders ihr aktuellster Teil sind relevant wie kaum ein anderes Videospiel. Es erfreut sich großer Beliebtheit auf den verschiedensten Platformen und auch wenn ich nicht der größte Fan bin, finde ich, dass man es definitiv ein mal gespielt haben sollte. 	The Sims 2	Die Die Sims-Spiele sind meiner Meinung nach mit die besten Simulationsspiele überhaupt, doch der erste Teil ist einfach zu unausgereift. Teil 2 der Reihe hat viele Mechaniken, die bis heute verwendet werden implementiert und die Fehler des ersten Teils vermieden. 
23.07.2018 19:00:44	Super Metroid	Sehr gutes design, Wiederspielwert extrem hoch, extrem tiefgehende hintergrundgeschichte die hauptsächlich durch subtext erzählt wird etc.pp.	Metroid Prime 2	Nimmt das schon an sich gute Metroid Prime und behebt fast sämtliche Fehler die gemacht wurden, wodurch ein fast perfektes Spiel entstanden ist						
23.07.2018 19:07:32	Pokemon GenI		Donkey Kong Country		Super Mario 64		The Legend of Zelda - A Link to the Past		Mario Kart Wii	
23.07.2018 19:11:41	Super Mario Galaxy	Es ist das erste Super Mario mit Musik die von einem Orchesta gespielt wurde. Das Gameplay und das Welten-Designe ist super.	Fire Emblem Awakening	Es hat die Fire Emblem gerettet und hat wunderbare Charaktere.	Super Mario 64	Es ist das erste wirklich gute 3D spiel.	Pokemon GenV	Es ist der höhepunkt der Pokemon Reihe.	Donkey Kong Kong Country Tropical Freeze	Es ist das beste und schönste 2D Jump'N'Run.
23.07.2018 19:22:29	Super Mario World 2: Yoshi’s Island		Metal Gear Solid 3: Snake Eater		Super Mario Galaxy		Paper Mario: Die Legende vom Äonentor		Mother 3	
23.07.2018 19:32:59	Minecraft	Klingt vielleicht etwas blöd, aber Minecraft ist eben tatsächlich ein Spiel, dass es so davor nicht gab und die ganze Videospiellandschaft umgekrempelt hat.	Portal	Neben der sehr amüsanten Geschichte ist dieses Spiel vor allem wichtig, da es in seinem Gamedesign absolut perfekt ist: Alles, jede Kammer, ist punktuell genau abgestimmt.	Tetris	Einzigartiges, süchtigmachendes Spielprinzip, dass es so einfach davor nicht gab.	Super Mario Bros. 3	Das Spiel nahm das, was SMB 1 und 2/TLL vorgelegt hatten und perfektionierte, man möchte beinahe sagen revolutionierte es. Es ist eines der wenigen NES-Spiele, die man auch komplett ohne Retrofaktor spielen kann und dabei Spaß haben kann.	Emergency (Sega)	Heute größtenteils vergessen, ist es mit simplistischer Steuerung und für die Zeit guter Grafik ein kurzer, aber toller Spielspaß. Die absurden Szenarien nehmn sich nicht zu ernst, die Geschichte bewegt sich gekonnt zwischen Cringe/Edge und bewusster Selbstironie, das Gesundheitssystem sorgt für Immersion und für ein Krankenwagen-Rennspiel ist das Leveldesign erstaunlich gut. Ein geheimer Klassiker!
23.07.2018 19:51:20	Donkey Kong Kong Country Tropical Freeze	Unglaublich gutes Level-Design! Eines der besten 2D Platformer die ich gespielt habe 	God of War (PS4)	Ein Videospiel in bester Form. Story und Gameplay ergänzt sich fantastisch zueinander 	Super Mario Odyssey 	Sehr gutes Optisches Design. Animationen sind super und auch das allgemeine Level Design ist fantastisch 	The Legend of Zelda - Breath of the Wild	Eine Open World wie sie sein sollte!		
23.07.2018 20:00:41	Super Mario 64	Mario 64 ist das Spiel welches gezeigt hat, was Gameplaytechnisch in 3 Dimensionen möglich ist und was selbst heutige Spiele-Entwickler nicht gebacken bekommen.	Pong	Pong ist das erste richtige Videospiel gewesen und hat eine Art neues Zeitalter eingeleitet, denn Videospiel sind Mainstream geworden.	Sonic Adventure 1&2	Diese beiden Spiele haben gezeigt was ein gutes Sonic Spiel brauch, 10% Gameplay, 45% Edgy Story und 45% Crush 40.	PUBG	PUBG wird in 100 Jahren noch gespielt werden, weil hoffentlich bis dahin das Spiel gut läuft.	Candy Crush	Es ist halt leider wie es ist, solche Spiele gab es immer und wird es immer geben.
23.07.2018 20:23:23	The Legend of Zelda - Majora's Mask	Ich bin ein großer Fan der  Zelda Reihe allgemein, aber dieser Titel der Serie sticht meiner Meinung nach sehr heraus und ich finde zu wenig Menschen haben ihn gespielt. Die Story ist die Beste der Serie, die Atmosphäre ist gigantisch, das Gameplay (und auch der Zeitfaktor) machen auch nach Jahren noch Spaß. Ich habe das Spiel mehrere Male selbst durchgespielt und schaue regelmäßig Speedruns im livestream weil das Spiel einfach SO gut ist.	Contra III (SNES)	Auch heute noch super gut spielbar, dank der guten Steuerung. Der Schwierigkeitsgrad lässt es außerdem zu, dass man es immer mal wieder erneut spielen kann.	Kingdom Hearts II 		Super Smash Bros. Brawl		Jak & Daxter: The Precursor Legacy	
23.07.2018 20:41:04	Fallout 4	Einfach ein Meisterwerk 	The Witcher 3	Hammer Story 	Minecraft	Muss ich dazu noch was sagen? :D	Colin McCray dirt	Simulation durch und durch 	Diablo 3	Geilers Spiel, leider ein wenig content 
23.07.2018 21:00:53	Doom	Es ist einfach ein Super game der pixeligen shooter	GTA San Andreas	Es ist der beste seiner reihe und macht Spass	Mario Kart 64	Es Zerstört freundschaften TIPP: Wenn jemand dich mag du ihn aber nicht spiele dieses Spiel und er wird dich nicht mehr mögen	Pokemon GenI	PIKATCHU ist nice	Real life	Das Real life ist immer noch das beste Spiel
23.07.2018 21:11:20	Tetris	Easy to learn, impossible to master	OSU!	Grundlegend aufgebautes Musikspiel, Level Editor (unbegrenzte Levels also), und genau wie Tetris erzeugt es eine gewisse Trance, die nur sehr wenige Spiele dieser Art hinbekommen.	Pong	Die Anfänge zu kennen, ist immer irgendetwas. Ja, das erste von irgendwas zählt nicht, aber auch nicht das erste Spiel überhaupt?			Quake 3	Ich habe bis heute keinen Multiplayer Shooter gespielt, der sich flüssiger anfühlt als Quake 3. Wenn die Menschheit irgendein Shooter gameplay in Erinnerung hält, dann das.
23.07.2018 21:11:56	The Elder Scrolls IV: Oblivion		Star Wars: Knights of the old Republic		The Witcher		Half Life			
23.07.2018 21:12:18	Minecraft	Hat seit 2009 die Kreativität und den Spaß am Bauen/Erschaffen vieler Menschen geweckt und wird sie vermutlich bis in die weite Zukunft weiter wecken.	Portal	Man könnte das Spiel zusammenfassen, indem man sagt: "Der Spieler muss mit Portalen das Ende des Raumes erreichen." Das zeigt schon mal, dass das Spiel durch ein innovatives Spielkonzept überzeugt und zeigt wie diese Spaß machen und wichtig sind. Aber das allein würde dem Spiel nicht gerecht werden. Denn neben dem Spielkonzept gibt es interessante Dialoge, Charaktere und nach meiner Meinung keine kritikwürdigen Fehler oder sonstige Makel, die das Spiel zu purem Puzzle- und Umdenk-Spaß machen.						
23.07.2018 21:12:18	Dark Souls	Es kombiniert verschiedene beliebte Elemente und Mechaniken wie ein einfach zu lernen, aber schwierig zu meisterndes Kampfsystem und eine offene und verbundene Welt zu einem epischen Abenteuer voller Herausforderungen und kryptischen Design, welches seit Ende der 16-Bit Ära nicht mehr vorkam. Das Spiel hält einem so gut wie nie nie die Hand und leitet den Spieler nur durch seine eigene Neugierde und Fähigkeiten durch diese mysteriöse Welt names Lordran.	The Legend of Zelda - Breath of the Wild	Open World Spiele waren zu der Zeit zwar schon Gang und Gebe, allerdings hat keines davon eine so  magische und mysteriöse Open World geschaffen wie Breath of the Wild. Der einzige Fokus des Spiels ist man selber, der Spieler. Das Spiel leitet einen nicht wirklich und man kann bereits nach den ersten 1-2 Stunden die gesamte Welt, welche sehr riesig ist, komplett frei erkunden ohne das man von unsichtbaren Wänden o. Ä. aufgehalten wird. Physik wurde außerdem noch nie so clever in einem Open World Spiel benutzt wie von Nintendo. (Fast) Alles was man sich vorstellen kann, ist im Spiel durch die extrem gut durchdachte Physik-Engine möglich.	Super Mario 64	Das perfekte Beispiel, wie man den Sprung von 2D zu 3D richtig macht. Viele Spiele davor hatten mit seltsamer Tank-Steuerungen zu kämpfen, da fast alle Entwickler nicht wussten, wie man eine 3D Steuerung am besten hinbekommt und wie man richtig Level in 3D designed. Die Genies von Nintendo waren die ersten, die es geschafft haben, eine natürliche, einfache und revolutionäre 3D Steuerung zu programmieren, all das dank dem 360° Joysticks des Nintendo 64.	Metroid Prime	Metroid Prime ist für mich als das perfekte First Person Adventure bekannt und zeigt genau so wie Super Mario 64 und The Legend of Zelda - Ocarina of Time, wie man durch cleveres Design und mehr Hardwarepower den Sprung von einem 2D Sidescroller zu einem 3D First Person Adventure machen kann. Es besteht den Test der Zeit ohne jeden Zweifel, es sieht sogar heute nach 16 Jahren immer noch bombastisch aus für 2002 Verhältnisse und es läuft butterweich mit den wohl stabilsten 60fps, die ich je erleben durfte. Es droppt wirklich nie ein einziges Frame, weswegen es heute noch so unfassbar gut Spielbar ist.	Monster Hunter 3	Mein erstes Monster Hunter Spiel, welches ich mit einen frischen Alter von gerade mal 13 Jahren gespielt habe. Es war das wohl komplexeste und grindlastigste Spiel, welches ich jemals gespielt habe zu der Zeit. Dieses Spiel macht es dem Spieler nicht leicht, man muss sich sehr viel mit dem Spiel und seinen Mechaniken beschäftigen um zum ultimativen Monsterjäger zu werden. Jedes Monster ist wie ein Bosskampf, man bekämpft es für 10-30 Minuten, je nach dem wie man sich anstellt, und aus den Monstermaterialien fertigt man sich neue Ausrüstung um noch stärkere Monster bekämpfen zu können um aus denen widerrum ihre Materialen für noch bessere Ausrüstung herzustellen. Das Ganze ist wie ein ewiger Kreislauf von der natürlichen Gier der Menschheit, immer besser und stärker sein zu wollen. Die Steuerung ist sehr schwierig zu begreifen am Anfang, aber nach viel Übung hat man irgendwann den Dreh raus um nicht als Monsterfutter zu enden. Dieses Spiel bringt den Spieler ohne Erklärung bei, dass Vorbereitung und Verhaltensmuster analysieren sehr wichtig sind. Wer sich nicht vorbereitet, hat zu wenig Ration und sodurch nach einer Zeit keine Ausdauer mehr oder hat keine bzw. zu wenig Heiltränke was mitten im Kampf fatal für einen weniger erfahrenen Spieler enden kann. Die Monster haben immer eine gewisse Vorbereitungszeit für ihre Angriffe, welche der Spieler nutzen kann um auf bestimmte Angriffe vorbereitet zu sein. Zum Beispiel wenn ein Drache sein Kopf hebt dann speit er mit Sicherheit 1-3 Feuerbälle. Die Ausdauer und die Positionierung sind auch ein wichtiger Faktor, man möchte schließlich ja nicht, dass man in die Ecke gedrängt wird und das Monster dadurch leichte Beute hat. Das ist so ziemlich, was das Kampfsystem in Monster Hunter ausmacht und warum es so außergewöhnlich ist. Es gibt keine Spielereihe, die so ein komplexes und ausgeklügeltes Kampfsystem wie Monster Hunter hat. Der Grund, warum ich MH3 ausgewählt habe liegt hauptsächlich daran, dass die 1. und 2. Generation von Monster Hunter nicht wirklich gut gealtert sind und so einige Bugs haben, während MH3 bzw. MH3U selbst heute noch sehr gut spielbar ist.
